title,company,location,description,tags,date_posted,salary,url,search_term
Member of Technical Staff Applied ML RecSys,Liquid AI,Cambridge,"<h2><strong>About Liquid AI</strong></h2><p style=""min-height:1.5em"">Spun out of MIT CSAIL, we build general-purpose AI systems that run efficiently across deployment targets, from data center accelerators to on-device hardware, ensuring low latency, minimal memory usage, privacy, and reliability. We partner with enterprises across consumer electronics, automotive, life sciences, and financial services. We are scaling rapidly and need exceptional people to help us get there.</p><p style=""min-height:1.5em""></p><h2><strong>The Opportunity</strong></h2><p style=""min-height:1.5em"">This is a rare chance to apply frontier sequential recommendation architectures to real enterprise problems at scale. You will own applied ML work end-to-end for recommendation system workloads, adapting Liquid Foundation Models for customers who need personalization and ranking capabilities that run efficiently under production constraints.</p><p style=""min-height:1.5em"">Unlike most recommendation roles that are siloed into a single product surface, this role gives you full ownership over how large-scale recommendation models are adapted, evaluated, and deployed for enterprise customers. Between engagements, you will build reusable applied tooling and workflows that accelerate future delivery.</p><p style=""min-height:1.5em"">If you care about data quality at scale, user behavior modeling, and making recommendation systems actually work in enterprise production environments, this is the role.</p><p style=""min-height:1.5em""></p><h2><strong>What Weâre Looking For</strong></h2><p style=""min-height:1.5em"">We need someone who:</p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Takes ownership: </strong>Owns customer recommendation system engagements end-to-end, from requirements through delivery and evaluation.</p></li><li><p style=""min-height:1.5em""><strong>Thinks at scale: </strong>Can reason about user interaction data, sequential modeling, feature engineering, and evaluation across large-scale production systems.</p></li><li><p style=""min-height:1.5em""><strong>Is pragmatic: </strong>Optimizes for measurable customer outcomes (engagement, conversion, revenue lift) over theoretical novelty.</p></li><li><p style=""min-height:1.5em""><strong>Communicates clearly: </strong>Can translate between customer business metrics and internal technical decisions, and push back when needed.</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>The Work</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Act as the technical owner for enterprise customer engagements involving recommendation and ranking workloads</p></li><li><p style=""min-height:1.5em"">Translate customer requirements into concrete specifications for recommendation models</p></li><li><p style=""min-height:1.5em"">Design and execute data pipelines for user interaction data, feature engineering, and training data curation at scale</p></li><li><p style=""min-height:1.5em"">Fine-tune and adapt large-scale sequential recommendation models (e.g., HSTU-style architectures) for customer-specific use cases</p></li><li><p style=""min-height:1.5em"">Design task-specific evaluations for recommendation model performance (ranking quality, latency, throughput) and interpret results</p></li><li><p style=""min-height:1.5em"">Build reusable applied tooling and workflows that accelerate future customer engagements</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>Desired Experience</strong></h2><p style=""min-height:1.5em""><strong>Must-have:</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Hands-on experience building or fine-tuning recommendation models at scale (not just off-the-shelf collaborative filtering)</p></li><li><p style=""min-height:1.5em"">Experience with sequential recommendation architectures, user behavior modeling, or large-scale ranking systems</p></li><li><p style=""min-height:1.5em"">Strong intuition for data quality and evaluation design in recommendation contexts (offline metrics, A/B testing, business metric alignment)</p></li><li><p style=""min-height:1.5em"">Experience with large-scale data pipelines for user interaction data and feature engineering</p></li><li><p style=""min-height:1.5em"">Proficiency in Python and PyTorch with autonomous coding and debugging ability</p></li></ul><p style=""min-height:1.5em""><strong>Nice-to-have:</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Experience with transformer-based recommendation architectures (HSTU, SASRec, BERT4Rec, or similar)</p></li><li><p style=""min-height:1.5em"">Experience delivering recommendation systems to external customers with measurable business outcomes</p></li><li><p style=""min-height:1.5em"">Familiarity with serving recommendation models under latency and throughput constraints</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>What Success Looks Like (Year One)</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Independently owns and delivers enterprise recommendation system engagements with minimal oversight</p></li><li><p style=""min-height:1.5em"">Is trusted by customers as the technical owner, demonstrating strong judgment on the tradeoffs between model quality, latency, and business impact</p></li><li><p style=""min-height:1.5em"">Has built reusable applied workflows or tooling that accelerate future customer engagements</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>What We Offer</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Real ML work: </strong>You will build and adapt large-scale recommendation models for enterprise customers, working with frontier architectures like HSTU under real production constraints.</p></li><li><p style=""min-height:1.5em""><strong>Compensation: </strong>Competitive base salary with equity in a unicorn-stage company</p></li><li><p style=""min-height:1.5em""><strong>Health: </strong>We pay 100% of medical, dental, and vision premiums for employees and dependents</p></li><li><p style=""min-height:1.5em""><strong>Financial: </strong>401(k) matching up to 4% of base pay</p></li><li><p style=""min-height:1.5em""><strong>Time Off: </strong>Unlimited PTO plus company-wide Refill Days throughout the year</p></li></ul><br/><br/>Please mention the word **LYRICAL** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","ai, machine learning, engineer, engineering, data science, analytics",2026-05-19T08:00:08+00:00,,https://remoteOK.com/remote-jobs/remote-member-of-technical-staff-applied-ml-recsys-liquid-ai-1131627,machine-learning
Don't See Your Role Apply Here,Reflection,"London, ","<strong>Our Mission<br><br></strong>Reflectionâs mission is to <strong>build open superintelligence and make it accessible to all</strong>.<br><br>Weâre developing open weight models for individuals, agents, enterprises, and even nation states. Our team of AI researchers and company builders come from DeepMind, OpenAI, Google Brain, Meta, Character.AI, Anthropic and beyond.<br><br>We're always open to great people. If you're aligned with our mission but don't see the right role, we'd love to hear from you.<br><br><strong>What We Offer<br><br></strong>We believe that to build superintelligence that is truly open, you need to start at the foundation. Joining Reflection means building from the ground up as part of a small talent-dense team. You will help define our future as a company, and help define the frontier of open foundational models.<br><br>We want you to do the most impactful work of your career with the confidence that you and the people you care about most are supported.<br><br><ul><li>Top-tier compensation: Salary and equity structured to recognize and retain the best talent globally.</li><li>Health &amp; wellness: Comprehensive medical, dental, vision, life, and disability insurance.</li><li>Life &amp; family: Fully paid parental leave for all new parents, including adoptive and surrogate journeys. Financial support for family planning.</li><li>Benefits &amp; balance: paid time off when you need it, relocation support, and more perks that optimize your time. </li><li>Opportunities to connect with teammates: lunch and dinner are provided daily. We have regular off-sites and team celebrations.<br><br></li></ul><br/><br/>Please mention the word **OPENNESS** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","ai, artificial intelligence, machine learning, engineer",2026-05-17T11:14:15+00:00,,https://remoteOK.com/remote-jobs/remote-dont-see-your-role-apply-here-reflection-1131958,machine-learning
Senior Software Engineer,Phaidra,Remote - United States,"About Phaidra

Phaidra is building the future of industrial automation.

The world today is filled with static, monolithic infrastructure. Factories, power plants, buildings, etc. operate the same they've operated for decades â because the controls programming is hard-coded. Thousands of lines of rules and heuristics that define how the machines interact with each other. The result of all this hard-coding is that facilities are frozen in time, unable to adapt to their environment while their performance slowly degrades.

Phaidra creates AI-powered control systems for the industrial sector, enabling industrial facilities to automatically learn and improve over time. Specifically:

We use reinforcement learning algorithms to provide this intelligence, converting raw sensor data into high-value actions and decisions.
We focus on industrial applications, which tend to be well-sensorized with measurable KPIs â perfect for reinforcement learning.
We enable domain experts (our users) to configure the AI control systems (i.e. agents) without writing code. They define what they want their AI agents to do, and we do it for them.

Our team has a track record of applying AI to some of the toughest problems. From achieving superhuman performance with DeepMind's AlphaGo, to reducing the energy required to cool Google's Data Centers by 40%, we deeply understand AI and how to apply it in production for massive impact.

Phaidraâs ability to achieve its mission is determined by our ability to work together â as defined by our core values: Transparency, Collaboration, Operational Excellence, Ownership, and Empathy. We seek individuals who embody these values, as they are instrumental i<br/><br/>Please mention the word **ASTOUNDED** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","senior, engineer, software, ai, machine learning, artificial intelligence",2026-05-13T00:00:19+00:00,,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-phaidra-1131567,machine-learning
Data Scientist,YO IT Consulting,"Melbourne, Melbourne, Victoria, Australia","<strong>Job Title: Data Scientist<br><br></strong><strong>Job Type: Contractor<br><br></strong><strong>Location: Remote<br><br></strong><strong>Job Summary<br><br></strong>Join our customer team as a Data Scientist and play a pivotal role in transforming data into actionable insights that drive business growth. You will leverage your expertise in statistics, mathematics, and programming to tackle challenging data problems, ensuring clean, robust, and insightful analyses. This is an exciting opportunity to work in a dynamic, expert-driven environment that values clear communication and innovative thinking.<br><br><strong>Key Responsibilities<br><br></strong><ul><li>Collect, clean, and preprocess diverse data sets to ensure integrity and readiness for analysis.</li><li>Develop, validate, and implement statistical models to extract actionable insights from complex data.</li><li>Conduct exploratory data analysis to identify trends, patterns, and opportunities for business improvement.</li><li>Present findings and recommendations through compelling data visualizations and reports, tailored for technical and non-technical stakeholders.</li><li>Collaborate closely with team members to design and execute end-to-end data projects, from ideation to delivery.</li><li>Continuously improve analytical methodologies and automation processes to enhance data workflows.</li><li>Communicate effectively in both written and verbal formats, ensuring clarity and impact of data-driven recommendations.<br><br></li></ul><strong>Required Skills And Qualifications<br><br></strong><ul><li>Expertise in statistics, mathematics, and data analysis techniques.</li><li>Proven experience in collecting, handling, and cleaning large, complex data sets.</li><li>Proficiency in programming languages such as Python, R, or similar for data manipulation and modeling.</li><li>Strong data modeling skills with experience in building and validating predictive models.</li><li>Advanced ability to visualize data using tools like Tableau, Power BI, or related libraries.</li><li>Meticulous attention to detail and commitment to data quality at every stage.</li><li>Excellent written and verbal communication skills, with an emphasis on clarity and precision.<br><br></li></ul><strong>Preferred Qualifications<br><br></strong><ul><li>Experience working in a remote, cross-functional, or customer-focused team environment.</li><li>Background in developing and deploying machine learning solutions in production settings.</li></ul><br/><br/>Please mention the word **ADVANTAGE** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","data science, python, machine learning, analytics, stats, mathematics",2026-05-02T13:44:09+00:00,,https://remoteOK.com/remote-jobs/remote-data-scientist-yo-it-consulting-1131888,machine-learning
Senior Software Developer Burnaby,Geotab,Burnaby,"<div><h1 class=""MuiGrid-root css-1j4zddb""><span style=""color: rgb(37, 71, 123);"">Who we are:</span></h1>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Geotab Â® is a global leader in IoT and connected transportation and certified âGreat Place to Workâ¢.â We are a company of diverse and talented individuals who work together to help businesses grow and succeed, and increase the safety and sustainability of our communities.</span></div>
<div class=""MuiGrid-root css-17v2lcf"">&nbsp;</div>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Geotab is advancing security, connecting commercial vehicles to the internet and providing web-based analytics to help customers better manage their fleets. Geotab's open platform and Geotab Marketplace Â®, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by integrating vehicle data with their other data assets. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of fuel consumption, enhance driver safety and achieve strong compliance to regulatory changes.</span></div>
<div class=""MuiGrid-root css-17v2lcf"">&nbsp;</div>
<div class=""MuiGrid-root css-17v2lcf""><span style=""color: rgb(102, 120, 140);"">Our team is growing and we're looking for people who follow their passion, think differently and want to make an impact. Ours is a fast paced, ever changing environment. Geotabbers accept that challenge and are willing to take on new tasks and activities - ones that may not always be described in the initial job description. Join us for a fulfilling career with opportunities to innovate, great benefits, an<br/><br/>Please mention the word **LUCKINESS** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","senior, software, dev, engineer, machine learning, analytics",2026-05-01T00:00:26+00:00,,https://remoteOK.com/remote-jobs/remote-senior-software-developer-burnaby-geotab-1131407,machine-learning
ML Engineer,"Trunk Tools, Inc.",,"<p style=""min-height:1.5em"">At Trunk Tools, weâre the leading AI company revolutionizing construction, the second-largest industry on earth. We recently raised a $40M Series B led by Insight Partners, bringing our total funding to $70M from top-tier investors including Redpoint and Innovation Endeavors. This new round is fueling our next phase of growth as we scale AI agents across the jobsite.</p><p style=""min-height:1.5em"">Our mission is to build the future of construction through intelligent automation. Despite being a $13+ trillion industry, construction still runs largely on analog processes, weâre changing that by embedding AI directly into field operations.</p><p style=""min-height:1.5em"">Founded by builders and technologists (Stanford, MIT), our team has delivered software used by over 140,000 field professionals, impacting millions of users and contributing to $10B+ in built projects. Many of us come from the field ourselves, giving us a deep understanding of the industryâs unique challenges.</p><p style=""min-height:1.5em"">After years of building the âbrainâ of construction, weâre now launching production-ready AI agents, starting with intelligent document processing and Q&amp;A, and rapidly expanding into core operational workflows. Our team has doubled in the past year, and with 65+ employees (25+ engineers), weâre scaling fast and entering a period of hypergrowth. This is a rare opportunity to join at an inflection point.</p><h2><strong>What you will do and achieve:</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Own and evolve core parts of our AI platform, spanning search, retrieval, and multi-agent orchestration.</p></li><li><p style=""min-height:1.5em"">Lead the design and build-out of a multi-agent system, including defining new agent âpillarsâ and how they collaborate in production.</p></li><li><p style=""min-height:1.5em"">Architect and scale document processing pipelines (Kubernetes-based), including ingestion, parsing, chunking, indexing, and structured data extraction across heterogeneous document types.</p></li><li><p style=""min-height:1.5em"">Design and iterate on search and retrieval systems (ranking, query understanding, QA) grounded in real user behavior and product needs.</p></li><li><p style=""min-height:1.5em"">Help build and expand our knowledge graph, modeling entities and relationships to power downstream reasoning and retrieval.</p></li><li><p style=""min-height:1.5em"">Drive ambiguous, high-impact projects end-to-end, from problem definition through experimentation and productionization.</p></li><li><p style=""min-height:1.5em"">Establish and improve evaluation and experimentation frameworks to measure system quality and guide iteration.</p></li><li><p style=""min-height:1.5em"">Write clean, maintainable, production-grade code and raise the bar for engineering quality across the team.</p></li></ul><h2><strong>Who you are:</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">7+ years of experience building and shipping production ML/AI systems.</p></li><li><p style=""min-height:1.5em"">Proven track record of<strong> leading complex, ambiguous projects</strong> and driving them to impact.</p></li><li><p style=""min-height:1.5em"">Strong experience with <strong>agentic systems, LLM-based applications, or orchestration frameworks.</strong></p></li><li><p style=""min-height:1.5em"">Deep experience in<strong> document processing pipelines</strong> (e.g., parsing, chunking, indexing, structured extraction), ideally in distributed systems (Kubernetes or similar).</p></li><li><p style=""min-height:1.5em"">Experience building or working with <strong>knowledge graphs / provenance graphs</strong> and modeling relationships between entities.</p></li><li><p style=""min-height:1.5em"">Background in one or more of: search/ranking systems, NLP, recommendation systems, or large-scale data/ML infrastructure.</p></li><li><p style=""min-height:1.5em"">Strong coding skills (Python, Go, or similar) with an emphasis on production systems.</p></li><li><p style=""min-height:1.5em"">Highly analytical, product-minded, and comfortable using data to drive decisions.</p></li><li><p style=""min-height:1.5em""><em>Bonus</em>: experience in construction or other document-heavy industries.</p></li></ul><p style=""min-height:1.5em""><strong>What we offer</strong></p><p style=""min-height:1.5em"">ðï¸ A close-knit and collaborative early-stage startup environment where every voice is heard and every opinion matters</p><p style=""min-height:1.5em"">ð° Competitive salary and stock option equity packages</p><p style=""min-height:1.5em"">ð¥  4 Medical Plans to choose from including 100% covered option. Plus Dental and Vision Insurance!</p><p style=""min-height:1.5em"">ð¤ Learning &amp; Growth stipend </p><p style=""min-height:1.5em"">ð  Flexible long-term work options (remote and hybrid)</p><p style=""min-height:1.5em"">ð¥¨ Free lunch provided in the office in NYC &amp; Austin - youâll never go hungry with us! </p><p style=""min-height:1.5em"">ð« Unlimited PTO; We truly believe in work-life balance and that hard work should be balanced with time for rest and rejuvenation</p><p style=""min-height:1.5em"">ð IRL / In-Person retreats throughout the year</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><em><strong>Please note:</strong> All official communication from Trunk Tools will come from an email address ending in <strong>@</strong></em><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""http://trunk.tools""><em><strong>trunk.tools</strong></em></a><em>. If you receive outreach from any other domain, please disregard it or report it to us.</em></p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><em>At Trunk Tools, weâre working hard to build a more productive and safer environment within the construction industry, and we strive to live by these same values here at Trunk Tools HQ. As an equal-opportunity employer, we are committed to building an inclusive environment where you can be you. We work hard to evaluate all employees and job applicants consistently, without regard to race, color, religion, gender, national origin, age, disability, pregnancy, gender expression or identity, sexual orientation, or any other legally protected class.Â </em></p><br/><br/>Please mention the word **EMINENT** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","ai, machine learning, engineer, senior, kubernetes",2026-04-26T00:00:12+00:00,,https://remoteOK.com/remote-jobs/remote-ml-engineer-trunk-tools-inc-1131329,machine-learning
Data Scientist,Junction,,"<p style=""min-height:1.5em"">Healthcare is in crisis and the people behind the results deserve better. With more and more data coming from wearables, lab tests, and patientâdoctor interactions, weâre entering an era where data is abundant.</p><p style=""min-height:1.5em"">Junction is building the infrastructure layer for diagnostic healthcare, making patient data accessible, actionable, and automated across labs and devices. Our mission is simple but ambitious: use health data to unlock unprecedented insight into human health and disease.</p><p style=""min-height:1.5em"">If you're passionate about how technology can supercharge healthcare, youâll fit right in.</p><p style=""min-height:1.5em"">Backed by <strong>Creandum, Point Nine, 20VC, YC</strong>, and leading angels, weâre working to solve one of the biggest challenges of our time: making healthcare personalized, proactive, and affordable. Weâre already connecting millions and scaling fast.<br /></p><p style=""min-height:1.5em""><strong>Short on time? TL;DR</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>You:</strong> Can define what should be measured, how it should be modeled, and how those insights should shape product and company decisions.</p></li><li><p style=""min-height:1.5em""><strong>Ownership:</strong> Youâll own Junctionâs highest-leverage statistical, modeling, and evaluation work across diagnostics, clinical workflows, and AI-enabled product development.</p></li><li><p style=""min-height:1.5em""><strong>Scope:</strong> This is not a pure IC modeling role and not a reporting role. Youâll set the methodology, research roadmap, and decision framework for how Junction uses data to drive product, clinical, and business outcomes.</p></li><li><p style=""min-height:1.5em""><strong>Salary:</strong> $180,000 â $220,000 + equity</p></li><li><p style=""min-height:1.5em""><strong>Location:</strong> Fully remote (EST timezone only)</p></li></ul><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>Why we need you</strong></p><p style=""min-height:1.5em"">Junction sits in the flow of high-value diagnostics and clinical data. As the company grows, our advantage moves beyond just having data to having the ability to turn it into reliable intelligence improving product decisions, customer outcomes, and the performance of the business.</p><p style=""min-height:1.5em"">Some of that work exists today, but it is not yet owned as a coherent function. Models get built. Analyses get done. Experiments answer local questions. But we need someone who can define the broader scientific and analytical system: what we should measure, what methods we trust, where modeling creates real leverage, and how that work translates into products and decisions that hold up outside a demo.</p><p style=""min-height:1.5em"">Weâre hiring our first Data Scientist to take ownership of, and establish that standard.</p><p style=""min-height:1.5em"">This role will lead Junctionâs most important modeling, experimentation, and evaluation work. Youâll partner closely with data, product engineering and leadership teams to drive the analytical roadmap by which Junction can leverage differentiated value from data.</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>What youâll be doing day to day</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Own the research and modeling work underlying Junctionâs highest-priority data science opportunities across diagnostics, clinical workflows, and AI-enabled product features</p></li><li><p style=""min-height:1.5em"">Define rigorous frameworks for measurement, experimentation, and causal evaluation so we can distinguish signal from noise and make decisions we can defend</p></li><li><p style=""min-height:1.5em"">Lead development of predictive models, segmentation approaches, risk or routing logic, and other statistical systems that directly inform product and business strategy</p></li><li><p style=""min-height:1.5em"">Build the analytical foundation behind customer-facing features â from model development through to validation and performance tracking</p></li><li><p style=""min-height:1.5em"">Partner with engineering and data engineering to ensure models and analytical systems can be put in production, are reliable, and useful in real workflows</p></li><li><p style=""min-height:1.5em"">Establish how Junction evaluates data-driven and AI-enabled features, including methodology, quality thresholds, monitoring, and performance review</p></li><li><p style=""min-height:1.5em"">Communicate complex technical findings clearly to technical and non-technical stakeholders, including tradeoffs, limitations, and implications for action</p></li></ul><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>Requirements</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Strong track record of leading high-stakes analytical work that influenced product, operational, or business decisions</p></li><li><p style=""min-height:1.5em"">Deep foundation in statistical inference, experimental design, observational analysis, and model evaluation</p></li><li><p style=""min-height:1.5em"">Strong Python and/or R skills, with experience working on large, messy real-world datasets</p></li><li><p style=""min-height:1.5em"">Experience building predictive or decision-support models in production or near-production environments</p></li><li><p style=""min-height:1.5em"">Experience partnering closely with engineering to move work from analysis or prototype into deployed systems</p></li><li><p style=""min-height:1.5em"">Ability to operate at both strategic and hands-on levels: defining the roadmap while also getting into the details when needed</p></li><li><p style=""min-height:1.5em"">Strong communication and stakeholder management skills; able to explain methods, findings, and tradeoffs to executives as well as technical peers</p></li><li><p style=""min-height:1.5em"">Comfort operating in a startup environment with ambiguity, limited structure, and high ownership</p></li></ul><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>Nice to have</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Experience designing, executing, and publishing research studies</p></li><li><p style=""min-height:1.5em"">Experience with HIPAA, PHI, or other regulatory clinical frameworks</p></li><li><p style=""min-height:1.5em"">Deep familiarity with modern data tooling and production workflows across warehouses, orchestration, and transformation layers</p></li><li><p style=""min-height:1.5em"">Experience developing, deploying, and designing evaluation frameworks for LLM or AI-powered features in customer-facing products</p></li><li><p style=""min-height:1.5em"">Expertise directly working with healthcare, diagnostics, lab data, wearable data, and other clinical data</p></li><li><p style=""min-height:1.5em"">Experience applying causal inference methods, such as diff-in-diff, propensity scoring, or instrumental variables in practice</p></li></ul><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>What this role isnât</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Not an analytics role focused on dashboards, reporting, or one-off analysis</p></li><li><p style=""min-height:1.5em"">Not an ML platform role â you wonât own infrastructure or tooling</p></li><li><p style=""min-height:1.5em"">Not a good fit if you mainly want to experiment with models or AI ideas without being accountable for how they perform in production</p></li><li><p style=""min-height:1.5em"">Not a good fit if you struggle with ambiguity. Knowing what to work on is part of the job</p></li></ul><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>How you'll be compensated</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Salary: $180,000 â $220,000 + equity</p></li></ul><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Your salary is dependent on your location and experience level</p></li><li><p style=""min-height:1.5em"">Generous early stage options (extended exercise post 2 years employment) </p></li><li><p style=""min-height:1.5em"">Regular in-person offsites, last were in Tenerife and Miami</p></li><li><p style=""min-height:1.5em"">Monthly learning budget of $300 for personal development and productivity</p></li><li><p style=""min-height:1.5em"">Flexible, remote-first working - including $1K for home office equipment</p></li><li><p style=""min-height:1.5em"">Monthly budget of $150 to use towards a coworking space</p></li><li><p style=""min-height:1.5em"">25 days off a year + national holidays</p></li><li><p style=""min-height:1.5em"">Healthcare coverage depending on location</p></li></ul><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>Oh and before we forget: </strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Backend Stack: Python (FastAPI), Go, PostgreSQL, Google Cloud Platform (Cloud Run, GKE, Cloud BigTable, etc), Temporal Cloud</p></li><li><p style=""min-height:1.5em"">Frontend Stack: TypeScript, Next.js</p></li><li><p style=""min-height:1.5em"">API docs are here: <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://docs.junction.com/"">https://docs.junction.com/</a></p></li><li><p style=""min-height:1.5em"">Company handbook is <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://pages.junction.com/handbook"">here</a> with engineering values + principles</p></li></ul><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>Important details before applying:</strong></p><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">We only hire folks physically based in GMT and EST timezones - <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://pages.junction.com/Where-we-hire-and-why-218d9955818e802ca48fd1702948e2e3"">more information here</a></p></li><li><p style=""min-height:1.5em"">We do not sponsor visas right now given our stage</p></li></ul><br/><br/>Please mention the word **EQUITABLE** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","data science, healthcare, machine learning, ai, senior, analytics, medical",2026-04-22T16:00:02+00:00,,https://remoteOK.com/remote-jobs/remote-data-scientist-junction-1131265,machine-learning
Search Engine Evaluation Specialist Freelance AI Trainer Project,Invisible Agency,United States of America,"<div><h3><strong>Project Overview</strong></h3>
<p>We are sourcing independent Search Engine Evaluation Specialists to provide their expertise for an AI benchmark evaluation project. As AI models increasingly interpret search intent, analyze indexing protocols, and evaluate search rank responses, their accuracy relies entirely on robust, expert-crafted training data. The objective of this project is to autonomously produce high-quality evaluation tasks, strong prompts, and clear, well-structured rubrics that generate clean, reliable data for model training.</p>
<h3><strong>Project Deliverables &amp; Scope</strong></h3>
<p>Operate autonomously to design complex evaluation frameworks and provide structured training data. Expected deliverables include:</p>
<ul>
<li><st<br/><br/>Please mention the word **JUBILANT** and tag RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg= when applying to show you read the job post completely (#RMjQwNToyMDE6MzAwNDo1MDc1OjU1NDM6YTY3YjpmMTU2OjI1Mzg=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.","ai, analyst, data annotation, machine learning",2026-04-22T00:01:28+00:00,,https://remoteOK.com/remote-jobs/remote-search-engine-evaluation-specialist-freelance-ai-trainer-project-invisible-agency-1131259,machine-learning
